,theta,phi,xoff,yoff,zpush,xshear,yshear,Bx00,Bz00,Bx01,Bz01,Bx10,Bz10,Bx11,Bz11,Temp0,Temp1,Fx,Fy,Fz,Tx,Ty,Tz,X,Y,Z,U,V,W
55,0.001,1.5707963267948966,0.0,0.0,0.9,-0.6,-0.6,15.376230895346108,33.34932421846924,-21.952311457294357,21.906226232181332,-12.885622310422185,9.001845933889241,9.962434339695687,21.07368556777539,755.0,755.0,0.7418,0.6854,-7.6637,-29.555200000000003,28.2769,-0.2291,-0.600004312326,-0.529103167513,0.900036281301,0.0572959723169,-1.38905350417e-05,-9.62665509505e-06
56,0.001,3.665191429188092,0.0,0.0,-0.1,-0.6,0.0,6.366947925434852,11.761351206586388,-6.567825569172852,13.884808130398964,-6.441185315511939,12.389721112612557,6.829839887091982,14.24016214622066,754.0,754.0,0.002,0.0018,0.0088,-0.0378,-9.99999999999987e-05,0.0326,-0.66057570386,-0.0349677183337,-0.0999685321823,-0.0286431467237,0.0496252553031,-2.91341778067e-06
57,0.0755,0.5235987755982988,0.0,0.0,0.0666666666666666,0.6,0.6,6.890976561273112,11.826354989968406,-6.873508940078503,14.764525998835602,-7.035084436128633,13.741799806958525,7.729422378614327,14.911867907834841,754.0,754.0,-0.0956999999999999,-0.1205,-0.7884,4.0555,-3.0002000000000004,-0.0222,4.97755111596,3.04311258776,0.265692145343,2.16137368424,-3.74541659157,-2.89687481871e-05
58,0.0755,0.5235987755982988,0.0,0.0,0.0333333333333333,0.6,0.6,6.471753652602504,12.06036861014367,-6.777437023508155,14.092820237221419,-6.576559379770156,12.376720355936154,6.869142034779851,14.370169712984694,754.0,754.0,-0.0068,-0.0031,-0.027,-0.1114,0.0518,0.0319999999999999,-1.86689062904e-05,-4.01616360549e-06,0.033330352969,2.16138273124,-3.74538495844,-2.16160354863e-05
59,0.0755,2.0943951023931957,0.0,0.0,0.4,-0.6,0.0,9.537321172256322,20.51952762092356,-12.585421070715531,19.08077721540157,-8.816781797978715,10.751625771385713,7.327667091138328,15.856589559653498,754.0,754.0,0.6641999999999999,0.2232,-3.0368,-9.0186,26.1838,-0.1275,-3.45444860088,4.39924251641,0.597138999997,3.74539099387,2.16137523398,3.37480947182e-06
60,0.0755,2.617993877991494,0.0,0.0,0.7333333333333333,0.6,-0.6,7.441239333553401,21.485619750684577,-14.043536827974535,10.302690722023524,-16.455494615479807,13.264280689675909,9.604136262566282,33.41436645787596,755.0,755.0,-0.0930999999999999,0.6732,-6.385799999999999,-33.59310000000001,-11.1867,-0.6309000000000001,-4.22507841085,1.87718887738,0.927665411212,2.1613975457,3.7453603705,-0.000154712956211
61,0.0755,0.0,0.0,0.0,0.4,-0.6,0.6,12.358341995185619,17.52501999979195,-11.043903500291318,25.971178253895438,-7.23159517456798,12.550063778288202,9.262206138441236,11.601008540910744,754.0,754.0,0.5899000000000001,-0.2308,-3.425,11.8486,26.563500000000005,0.0676,4.51056641311,0.400700225275,0.597146127526,-2.69470995287e-06,-4.32582512226,5.0466361286e-06
62,0.001,4.71238898038469,0.0,0.0,0.5666666666666667,0.6,0.6,10.355688326788938,10.437111350130733,-8.12287957784837,18.615088918201593,-10.945569307428814,25.336120323562056,15.048519239435064,19.19613292356824,755.0,754.0,-0.3817,-0.4157999999999999,-4.3708,16.8341,-18.004399999999997,0.1098999999999999,0.599852938567,0.52958997826,0.566740150684,-0.0573074317364,8.38263445026e-05,-0.000141882877603
63,0.0755,0.0,0.0,0.0,0.2333333333333333,-0.6,0.6,9.85610525905793,15.202218140274521,-9.035127062911323,21.10456167136172,-6.943379424856937,12.9140849652275,8.497997711177108,12.675737759493435,754.0,754.0,0.4737999999999999,-0.1803,-2.3075,9.3299,21.6571,0.0458,4.49808929414,0.400611628299,0.431423092688,4.35708267134e-06,-4.32582987545,-4.59505735878e-07
64,0.0755,3.141592653589793,0.0,0.0,0.4,-0.6,0.0,9.722112458694257,18.935963965941383,-11.408735114449755,19.261175162974954,-8.219008330248942,11.599199360864025,7.803906899428289,15.38899384362857,755.0,754.0,0.6719999999999999,0.2521,-2.7181000000000006,-8.6405,25.5628,-0.0166,-6.10959363511,-0.199276536734,0.597161271932,5.83035002645e-06,4.32582768261,-3.79267958536e-06
